company,job title,level,full description,seniority level,employment type,job function,industries,job id
Mindrift,Proofreader (Remote) - Freelance,Mid-Senior level,"If you're a professional editor, we have an exciting opportunity to use your language skills in a new and innovative way. Instead of thinking that AI will replace you, here you can help shape the future of AI.We’re seeking freelance editors to collaborate with us creating a diverse range of content.You will use your language skills to create texts covering a wide range of topics. Following our style guide and other quality guidelines, you will create and check responses that will form the “voice” of future AI. You will create and edit original, helpful, honest, and harmless responses; fact check existing responses; bring submitted texts up to our standards; and work directly with Team Leads to help provide feedback to writers and other participants to ensure they can regularly produce high-quality work.RequirementsAt least 2-3 years of professional experience in writing and editing textA degree in communications, linguistics, literature, journalism, or similarNative level of EnglishWillingness to learn new methods, ability to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesA laptop, internet connection, availability, and enthusiasm to take on new challengesBenefitsAI Training will be a fast-growing area in the future, we offer an opportunity to jump onboard, learn with us and create a new skill set for the future.This is a freelance role, it can be done part time alongside other work, although we do hope that you’ll dive deep with us, join in with our community and collaboration and grow alongside us.",Mid-Senior level,Part-time,"Marketing, Public Relations, and Writing/Editing","Technology, Information and Internet",3868758885
Mindrift,Proofreader (Remote) - Freelance,Mid-Senior level,"If you're a professional editor, we have an exciting opportunity to use your language skills in a new and innovative way. Instead of thinking that AI will replace you, here you can help shape the future of AI.We’re seeking freelance editors to collaborate with us creating a diverse range of content.You will use your language skills to create texts covering a wide range of topics. Following our style guide and other quality guidelines, you will create and check responses that will form the “voice” of future AI. You will create and edit original, helpful, honest, and harmless responses; fact check existing responses; bring submitted texts up to our standards; and work directly with Team Leads to help provide feedback to writers and other participants to ensure they can regularly produce high-quality work.RequirementsAt least 2-3 years of professional experience in writing and editing textA degree in communications, linguistics, literature, journalism, or similarNative level of EnglishWillingness to learn new methods, ability to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesA laptop, internet connection, availability, and enthusiasm to take on new challengesBenefitsAI Training will be a fast-growing area in the future, we offer an opportunity to jump onboard, learn with us and create a new skill set for the future.This is a freelance role, it can be done part time alongside other work, although we do hope that you’ll dive deep with us, join in with our community and collaboration and grow alongside us.",Mid-Senior level,Part-time,"Marketing, Public Relations, and Writing/Editing","Technology, Information and Internet",3868760254
Mindrift,Proofreader (Remote) - Freelance,Mid-Senior level,"If you're a professional editor, we have an exciting opportunity to use your language skills in a new and innovative way. Instead of thinking that AI will replace you, here you can help shape the future of AI.We’re seeking freelance editors to collaborate with us creating a diverse range of content.You will use your language skills to create texts covering a wide range of topics. Following our style guide and other quality guidelines, you will create and check responses that will form the “voice” of future AI. You will create and edit original, helpful, honest, and harmless responses; fact check existing responses; bring submitted texts up to our standards; and work directly with Team Leads to help provide feedback to writers and other participants to ensure they can regularly produce high-quality work.RequirementsAt least 2-3 years of professional experience in writing and editing textA degree in communications, linguistics, literature, journalism, or similarNative level of EnglishWillingness to learn new methods, ability to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesA laptop, internet connection, availability, and enthusiasm to take on new challengesBenefitsAI Training will be a fast-growing area in the future, we offer an opportunity to jump onboard, learn with us and create a new skill set for the future.This is a freelance role, it can be done part time alongside other work, although we do hope that you’ll dive deep with us, join in with our community and collaboration and grow alongside us.",Mid-Senior level,Part-time,"Marketing, Public Relations, and Writing/Editing","Technology, Information and Internet",3868758884
Mindrift,Proofreader (Remote) - Freelance,Mid-Senior level,"If you're a professional editor, we have an exciting opportunity to use your language skills in a new and innovative way. Instead of thinking that AI will replace you, here you can help shape the future of AI.We’re seeking freelance editors to collaborate with us creating a diverse range of content.You will use your language skills to create texts covering a wide range of topics. Following our style guide and other quality guidelines, you will create and check responses that will form the “voice” of future AI. You will create and edit original, helpful, honest, and harmless responses; fact check existing responses; bring submitted texts up to our standards; and work directly with Team Leads to help provide feedback to writers and other participants to ensure they can regularly produce high-quality work.RequirementsAt least 2-3 years of professional experience in writing and editing textA degree in communications, linguistics, literature, journalism, or similarNative level of EnglishWillingness to learn new methods, ability to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesA laptop, internet connection, availability, and enthusiasm to take on new challengesBenefitsAI Training will be a fast-growing area in the future, we offer an opportunity to jump onboard, learn with us and create a new skill set for the future.This is a freelance role, it can be done part time alongside other work, although we do hope that you’ll dive deep with us, join in with our community and collaboration and grow alongside us.",Mid-Senior level,Part-time,"Marketing, Public Relations, and Writing/Editing","Technology, Information and Internet",3868763069
Mindrift,Proofreader (Remote) - Freelance,Mid-Senior level,"If you're a professional editor, we have an exciting opportunity to use your language skills in a new and innovative way. Instead of thinking that AI will replace you, here you can help shape the future of AI.We’re seeking freelance editors to collaborate with us creating a diverse range of content.You will use your language skills to create texts covering a wide range of topics. Following our style guide and other quality guidelines, you will create and check responses that will form the “voice” of future AI. You will create and edit original, helpful, honest, and harmless responses; fact check existing responses; bring submitted texts up to our standards; and work directly with Team Leads to help provide feedback to writers and other participants to ensure they can regularly produce high-quality work.RequirementsAt least 2-3 years of professional experience in writing and editing textA degree in communications, linguistics, literature, journalism, or similarNative level of EnglishWillingness to learn new methods, ability to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesA laptop, internet connection, availability, and enthusiasm to take on new challengesBenefitsAI Training will be a fast-growing area in the future, we offer an opportunity to jump onboard, learn with us and create a new skill set for the future.This is a freelance role, it can be done part time alongside other work, although we do hope that you’ll dive deep with us, join in with our community and collaboration and grow alongside us.",Mid-Senior level,Part-time,"Marketing, Public Relations, and Writing/Editing","Technology, Information and Internet",3868759283
Actalent,Molecular Biologist,Mid-Senior level,"Description:The QC Analyst, Cell Based Immunology will: Perform daily GMP Quality Control laboratory testing activities at the facility with minimal to no errors while ensuring testing is completed in compliance with all applicable procedures, standards, and GMP regulations Perform data analysis and final result reporting to support product lot release with adherence to turnaround times. Perform all activities with respect to GMP/GDP compliance Support thorough GMP investigations for out of specification test results and other quality events Support technical problem solving for issues pertaining to GMP Quality Control Support product stability programs including execution of stability testing, stability data analysis and trending, and final reporting of stability data Assist in the generation and revisions of documentation, such as SOP, protocols and reports, deviations, laboratory investigations, CAPAs and change controls Perform peer review of laboratory data and logbooks Operate at a consistent and exemplary level of efficiency, producing high quality and accurate results Support Health Authority inspections Provide input to functional laboratory team meetings Other responsibilities as assignedAdditional Skills & Qualifications: Bachelor's degree in a relevant discipline (biological sciences or equivalent). Minimum three (3) years of experience in the pharmaceutical industry within a Quality Control role Experience with two or more of the following: Flow Cytometry, Cell based ELISA, NC200 Successfully interface with multi-disciplined teams Extremely detail-oriented with strong technical skills. Ability to effectively manage multiple priorities involving aggressive, changing timelines at a high level of productivity High level of ownership and accountability Demonstrate sense of urgency; ability to recognize time sensitivity Proficient with using Microsoft Office applications (Outlook, Excel, Word, and PowerPoint) Experience with cell therapy products Shift Sunday through ThursdayAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Mid-Senior level,Contract,"Research, Analyst, and Information Technology",Business Consulting and Services,3868736964
Quaker Houghton,Director Global Procurement - Corporate Services,Director,"Company Overview:At Quaker Houghton, we are experts in the development, production and application of chemical specialties, process fluids, lubricants, and coatings for the manufacturing industry. We have been an integral part in the growth of the world’s largest industrial companies and to this day our experience and expertise show in the actions and dedication of our Associates worldwide. Today, we have a global presence, with our corporate headquarters located in Conshohocken, PA. Quaker Houghton is a global publicly traded company with a unique collaborative culture that supports career growth for its associates and offers competitive compensation and benefit programs.Position Summary: The Director, Global Procurement – Indirect Materials & Corporate Services leads the Indirect Procurement Organization which includes the categories of IT, Travel, Finance, HR, and Real Estate. Provides leadership, vision, direction, and structure as part of the Global Procurement Leadership Team. Responsible for the development and execution of global sourcing strategies of indirect materials. Through a team of Category Managers is accountable for driving the planning and execution of the procurement strategy goals and objectives.Accountabilities:Responsible for leading Corporate Indirect Procurement Organization which includes the Categories of IT, Travel, Finance, HR, and Real Estate. Ensures global functional category strategies are developed and operationalized through competitive bid processes (RFI, RFP, RFQ), online auctions, negotiations, contracting, and supplier relationship management. Responsible for transforming the Global Indirect Procurement Corporate Services Team to support the QH’s growth while ensuring overall compliance to budgets, contracts, and policy. Conduct business review meetings with key stakeholders / business lines to assess risk, review future strategies, and identify potential cost down and improvement opportunities. Shared ownership of driving the QH’s Procurement value creation to support the company profitability Works with the Business line leadership to set the goals, objectives and measures that maximizes Business profitability. Maintain strong working relationships with strategic suppliers to assure cost, quality, and delivery targets are met. Establish and maintain measurable performance metrics for all levels of procurement activities to include but not limited to supplier performance, supplier quality, internal order placement performance, category manager productivity measures, transactional and tactical platform support, financial (AP) performance, and quality assurance. Leverage portfolio scale for the categories under management to drive out waste while improving our overall cost position and service levels. Partner with internal stakeholders at a senior leadership level to develop future strategy in alignment with business plans. Accountable for meeting all Business line related Procurement goals and objectives. Work Environment:Typical light office workInfrequent manufacturing environment exposureDomestic and international travel up to 25%Required Education and Experience:University degree (Business / Chemistry / Engineering Preferred), Master’s degree is a plus+10 years procurement experience Experience in procurement transformation (preferred) Strong background in indirect procurement including IT, Travel, and Finance5+ years of direct line management experience Relevant professional procurement certification preferred (e.g.; ISM, CIPS). +3 Years Working in global teams inclusive of a global matrix (leading by influence)Required Skills and Competencies:Demonstrated experience partnering with senior business leaders to advise and drive key business decisions. Experience managing supplier and customer relationships and the competitive bidding process. Proven record of driving cost savings throughout an organization. Experience with progressive sourcing tools, such as cost structures, supplier business plans, electronic auctions, multi-year cost savings agreements, etc. Service-oriented mindset, with a desire to ensure client satisfaction. A Proven champion in change management and continuous improvement Results-oriented leadership approach in complex environments Effective communication and interpersonal skills (team player with ability to effectively influence others to action)Strong software skills including Excel, Word, PowerPoint. Mastery Fluency in EnglishQuaker Houghton is an equal opportunity employer committed to creating a diverse workforce. Quaker Houghton provides equal employment opportunity for all qualified candidates. Quaker Houghton does not discriminate against any candidate for employment based on race, color, religion, sex, gender, gender identity or expression, affectional or sexual orientation, pregnancy, age, creed, ancestry, national origin, citizenship, marital or domestic partnership or civil union status, veteran’s status, physical/mental disability, genetic information, or any other category protected by U.S federal, state, and/or local employment law. Furthermore, Quaker Houghton is committed to providing reasonable accommodations to qualified candidates with physical and/or mental disabilities. Applicants with a disability who need assistance applying for a position may email OneHR@quakerhoughton.com .",Director,Full-time,Purchasing and Supply Chain,Chemical Manufacturing,3868742008
Gegadyne Energy,English - Chin Falam (Medical Interpreter),Entry level,"Come join a wonderful company that cares deeply about the growth and success of our team.Voyce is looking for English-Chin Falam native Interpreters!Job Description:To provide live Audio/Video (OPI/VRI) consecutive interpretation for mostly Medical clients.Important note:Please be aware that scheduling shifts will not be accessible at this time. However, rest assured that we are developing a new tool called the “Flexible Scheduling Platform” to streamline the process of selecting shifts. This means that interpreters will be able to select your preferred shifts based on your availability and our client's needs. We anticipate the new scheduling platform to be available very soon.Scan and apply!Contractor requirements:We are looking for contractors who have:An internet connection of at least two (2) Mbps download and upload speeds. - It cannot be through a data card. Make sure you comply by running a simple test at speedtest.netA laptop or desktop computer with a camera and a headsetOne solid-color background or a backdrop to ensure professionalism - No pictures, mirrors, curtains, or anything else at allAlways wear business-casual (black collared shirt or polo t-shirt) attire during video callsAlways ensure that the lighting and work environment are adequate for this industry",Entry level,Contract,Information Technology,"Technology, Information and Internet",3868753775
Actalent,Architectural Drafter,Entry level,"Description:Assist with documents preparation, design translation, quality checks, permit expediting, and site visits Work closely with Architecture and Design teams to ensure project deadlines are being met and track time spent per project Update drawings based on plan check corrections and use city plan check documents to check for completeness Provide updates of CAD/REVIT files for use in architectural plans Developing construction documents, exhibit impressive construction and technical drawing skills, and hold current knowledge and understanding of ADA + Building codes.Skills:Revit, Architecture, construction document, Cad, red line, elevation, 3d model, rfi, bim, Design development, Schematic design, Construction administration, building codes, autocad, photoshop, indesign, Design, Drafting, Sketchup, Construction drawings, Registered architect, architectural design, revit architecture, construction, hand drafting, multi family construction, residential construction, housekeeping management softwareTop Skills Details:Revit,Architecture,construction document,CadAdditional Skills & Qualifications: 2+ Years of architectural drafting experience 2+ Years of experience with Revit/CADExperience Level:Intermediate LevelAbout ActalentActalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.Diversity, Equity & InclusionAt Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:Hiring diverse talentMaintaining an inclusive environment through persistent self-reflectionBuilding a culture of care, engagement, and recognition with clear outcomesEnsuring growth opportunities for our peopleThe company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.",Entry level,Full-time,"Design, Art/Creative, and Information Technology",Business Consulting and Services,3868743658
"Association of Test Preparation, Admissions, and Private Tutoring",Math Tutor - Mountain View - 50/hr-70/hr,Entry level,"The Association of Test Preparation, Admissions, and Private Tutoring (TPAPT) is seeking Math Tutoring specialists for assignments in Menlo Park, Atherton, Mountain View, and Palo Alto. This position has regular demand, a flexible schedule, and an above average pay rate.Level: Some experience as a math teacher or as a professional math tutorLocation: SFB - Peninsula AreaPosition: Math specialistClassification: Part time employee (W2)The Position: Provide in-person Math tutoring to students in grades 6 -12 Tutoring sessions take place in our learning center, online, or at local schools Tutoring sessions last 90 minutes 6-12 hours per week of assignments available Materials are provided but your supplemental materials may also be usedTo Apply:Submit a resume which highlights your background teaching or tutoring math. Please be clear on which math subjects you feel comfortable tutoring. Good luck!Requirements 6-12 hours per week of availability An earned Bachelor's or Junior Year standing at a local university with at least one year of tutoring experience The ability to teach all math at either the 6th-8th grade level or 9th-12th grade level Ideal candidates will have a strong academic background and >2 years of experience as teacher or tutorBenefits $50 - $70/hr commensurate Mileage reimbursement available",Entry level,Part-time,Education,"Technology, Information and Internet",3868754570
